"","id","name","spp"
"1",1,"alosasapidissima","alosa sapidissima"
"2",2,"anoplopomafimbria","anoplopoma fimbria"
"3",3,"argentinasialis","argentina sialis"
"4",4,"atheresthesstomias","atheresthes stomias"
"5",5,"bathymastersignatus","bathymaster signatus"
"6",6,"cancerproductus","cancer productus"
"7",7,"cheirasterdawsoni","cheiraster dawsoni"
"8",8,"chilarataylori","chilara taylori"
"9",9,"chionoecetesbairdi","chionoecetes bairdi"
"10",10,"chrysaoramelanaster","chrysaora melanaster"
"11",11,"citharichthyssordidus","citharichthys sordidus"
"12",12,"clupeapallasii","clupea pallasii"
"13",13,"cymatogasteraggregata","cymatogaster aggregata"
"14",14,"dasycottussetiger","dasycottus setiger"
"15",15,"diplopterastermultipes","diplopteraster multipes"
"16",16,"dipsacastereximius","dipsacaster eximius"
"17",17,"doryteuthisopalescens","doryteuthis opalescens"
"18",18,"dromaliaalexandri","dromalia alexandri"
"19",19,"eleginusgracilis","eleginus gracilis"
"20",20,"engraulismordax","engraulis mordax"
"21",21,"eopsettajordani","eopsetta jordani"
"22",22,"gaduschalcogrammus","gadus chalcogrammus"
"23",23,"gadusmacrocephalus","gadus macrocephalus"
"24",24,"genyonemuslineatus","genyonemus lineatus"
"25",25,"glyptocephaluszachirus","glyptocephalus zachirus"
"26",26,"gorgonocephaluseucnemis","gorgonocephalus eucnemis"
"27",27,"hexagrammosdecagrammus","hexagrammos decagrammus"
"28",28,"hippoglossoideselassodon","hippoglossoides elassodon"
"29",29,"histioteuthisheteropsis","histioteuthis heteropsis"
"30",30,"hydrolaguscolliei","hydrolagus colliei"
"31",31,"leuroglossusschmidti","leuroglossus schmidti"
"32",32,"liponemabrevicorne","liponema brevicorne"
"33",33,"lopholithodesforaminatus","lopholithodes foraminatus"
"34",34,"luidiafoliolata","luidia foliolata"
"35",35,"lycodesbrevipes","lycodes brevipes"
"36",36,"lycodescortezianus","lycodes cortezianus"
"37",37,"lycodespacificus","lycodes pacificus"
"38",38,"lycodespalearis","lycodes palearis"
"39",39,"lyopsettaexilis","lyopsetta exilis"
"40",40,"mediasteraequalis","mediaster aequalis"
"41",41,"merlucciusproductus","merluccius productus"
"42",42,"metacarcinusmagister","metacarcinus magister"
"43",43,"metridiumfarcimen","metridium farcimen"
"44",44,"microgadusproximus","microgadus proximus"
"45",45,"microstomuspacificus","microstomus pacificus"
"46",46,"molpadiaintermedia","molpadia intermedia"
"47",47,"myxodermaplatyacanthum","myxoderma platyacanthum"
"48",48,"nezumiastelgidolepis","nezumia stelgidolepis"
"49",49,"octopuscalifornicus","octopus californicus"
"50",50,"oncorhynchustshawytscha","oncorhynchus tshawytscha"
"51",51,"ophiodonelongatus","ophiodon elongatus"
"52",52,"opisthoteuthiscaliforniana","opisthoteuthis californiana"
"53",53,"pandalopsisdispar","pandalopsis dispar"
"54",54,"pandalusjordani","pandalus jordani"
"55",55,"pandalusplatyceros","pandalus platyceros"
"56",56,"paractinostolafaeculenta","paractinostola faeculenta"
"57",57,"parastichopuscalifornicus","parastichopus californicus"
"58",58,"parmaturusxaniurus","parmaturus xaniurus"
"59",59,"parophrysvetulus","parophrys vetulus"
"60",60,"pasiphaeapacifica","pasiphaea pacifica"
"61",61,"patinopectencaurinus","patinopecten caurinus"
"62",62,"peprilussimillimus","peprilus simillimus"
"63",63,"pisasterbrevispinus","pisaster brevispinus"
"64",64,"platichthysstellatus","platichthys stellatus"
"65",65,"platymeragaudichaudii","platymera gaudichaudii"
"66",66,"pleurobranchaeacalifornica","pleurobranchaea californica"
